id,createAt,payload,RIGHT,LEFT,temperature,ON/OFF
message_fba32ecd-c4de-422c-a166-5f4315e59633,2023-02-10 16:17:17:398,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_2649813e-be59-4f6e-b885-beaa7c1fbcfd,2023-02-10 16:18:17:394,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_b9ef6978-53be-44aa-b8a8-ce174238e0a8,2023-02-10 16:19:17:401,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_e61c3b9c-10d0-4190-ae1d-fd5e533460f4,2023-02-10 16:20:17:409,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_3126cb78-607d-4fed-a57f-e123b834851c,2023-02-10 16:21:17:397,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_3d915c9d-5b27-44b5-b7d3-4154f34c72a6,2023-02-10 16:22:17:392,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_6aa5102a-f382-445b-bd24-59b31e7feec0,2023-02-10 16:23:17:390,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_da1ad056-4981-4832-8f28-dea3b327b147,2023-02-10 16:24:17:396,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_88ea690a-4032-46dd-b503-0607ff664cc9,2023-02-10 16:25:17:396,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_ff12e436-baa0-4c0a-8b56-79372589a91e,2023-02-10 16:26:17:387,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_d389a538-d7ee-409a-a764-4c7dc28d5328,2023-02-10 16:27:17:396,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_ecb62d45-8103-4a41-9693-0a4e95d2a5a6,2023-02-10 16:28:17:388,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_6c9ac946-60bc-41e2-b6d7-c00dcf9dc090,2023-02-10 16:29:17:394,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_f5e41419-bcde-454c-93dc-b884746a25ec,2023-02-10 16:30:17:391,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_88225a56-3a60-46eb-87bd-4262e4d3e4f1,2023-02-10 16:31:17:392,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_406d38bb-b572-4cfa-bd48-079ae1443774,2023-02-10 16:32:17:388,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_339211fc-9b79-4cfd-8cd2-ac484731699b,2023-02-10 16:33:17:386,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_f07b40d9-b451-4165-a2b0-be078afde98c,2023-02-10 16:34:17:394,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_8f955b73-8a5c-4624-bb5c-696a0cc2b780,2023-02-10 16:35:17:389,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_b990bebd-9447-44d8-b3a3-cbdeafef0d35,2023-02-10 16:36:17:389,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_541b5b3e-7856-42c2-9d17-8b5b9ac9062d,2023-02-10 16:37:17:386,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_cb71ffc8-9b25-4313-bf50-dd2412701f84,2023-02-10 16:38:17:392,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_31cf4111-e469-48d7-9ffe-c2419272357d,2023-02-10 16:39:17:384,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_63073563-8c4b-42a9-a4e4-832fa0413b46,2023-02-10 16:40:17:390,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_0a57de7e-6e8b-4ddc-aa0e-71966a85d9ad,2023-02-10 16:41:17:390,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_6fcc02d3-9e26-4ef0-9652-255ce2f0eb5f,2023-02-10 16:42:17:387,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_d83442a2-6e91-433f-8ff3-419ba32bc297,2023-02-10 16:43:17:383,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_d6c0cd6d-b529-4aee-97fc-307c602d9dc6,2023-02-10 16:44:17:384,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_c2b42103-b405-4b3f-88b8-ad5dff26b5b5,2023-02-10 16:45:17:384,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_d7d9d0dc-aaf1-4e8a-a702-191a2a1f2215,2023-02-10 16:46:17:376,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.2}}",21.2}},21.2,44978,OFF
message_61090a9c-f6b6-432c-bc29-10913fb97b3e,2023-02-10 16:47:17:366,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.2}}",21.2}},21.2,44978,OFF
message_2ca54d4f-0dd4-48b5-946a-00f1997eb81a,2023-02-10 16:48:17:365,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.2}}",21.2}},21.2,44978,OFF
message_d22036ab-7283-4ef8-bdcd-83deb9627094,2023-02-10 16:49:17:361,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.2}}",21.2}},21.2,44978,OFF
message_f1640e08-8a2c-4c64-85da-75a340d8c583,2023-02-10 16:50:17:362,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.3}}",21.3}},21.3,45006,OFF
message_33e62541-f036-4c87-a489-b86fc4fd7f14,2023-02-10 16:51:17:374,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.3}}",21.3}},21.3,45006,OFF
message_17e07da1-53c3-46e5-9a1a-be2bec60858a,2023-02-10 16:52:17:370,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.3}}",21.3}},21.3,45006,OFF
message_6e283216-5fe2-44dd-aa1e-8b420c3c7d92,2023-02-10 16:53:17:362,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.3}}",21.3}},21.3,45006,OFF
message_45f4bbee-dabb-4658-bfc1-661bc20e40d3,2023-02-10 16:54:17:365,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.3}}",21.3}},21.3,45006,OFF
message_9e3758b2-a985-4beb-b562-71ed0237055e,2023-02-10 16:55:17:361,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.3}}",21.3}},21.3,45006,OFF
message_50a6521b-83ec-426e-9af6-c17cf73ae88c,2023-02-10 16:56:17:364,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.3}}",21.3}},21.3,45006,OFF
message_c7840432-c957-4474-9b48-d08921d6c08f,2023-02-10 16:57:17:363,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.3}}",21.3}},21.3,45006,OFF
message_072961d3-29f9-4de7-a142-5048238d46cf,2023-02-10 16:58:17:362,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.2}}",21.2}},21.2,44978,OFF
message_f77b8e66-b18a-4a02-93c8-4a0765d17e76,2023-02-10 16:59:17:361,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.2}}",21.2}},21.2,44978,OFF
message_1d577a82-e59c-4041-a161-872c63ee5663,2023-02-10 17:00:17:359,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.2}}",21.2}},21.2,44978,OFF
message_e0c9e8e8-42b5-40cc-8594-087b35991513,2023-02-10 17:01:17:362,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.2}}",21.2}},21.2,44978,OFF
message_148d099d-8f69-480a-a785-d369d77c96f4,2023-02-10 17:02:17:363,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_99b07cc5-31d0-4fde-b2af-03b3ccadf075,2023-02-10 17:03:17:359,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_ced5f207-9ab6-4ff3-bec5-38deb8a0df7f,2023-02-10 17:04:17:356,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_dc3592d7-d0a3-4904-b306-55f62a8ad6a6,2023-02-10 17:05:17:360,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_eaa602fc-9a5d-4bf7-bd57-8b498cfeecf8,2023-02-10 17:06:17:358,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_38af7b3d-c5fb-4a9c-863b-010dd7341d71,2023-02-10 17:07:17:360,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_3ad6e436-6ea9-4640-baf0-1ca9eeb7a261,2023-02-10 17:08:17:354,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_1073d760-7aac-4577-a6fd-4421358c7548,2023-02-10 17:09:17:337,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_ddc6d9e4-0e51-466f-886c-1ece7b15d028,2023-02-10 17:10:17:337,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_3ac4d63b-591c-4924-89d4-4fdb1add088e,2023-02-10 17:11:17:336,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_4553c09c-3da4-4a71-84b5-60fedac9795e,2023-02-10 17:12:17:339,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_2580dcb7-ca2e-4309-b55f-3b69411f1e51,2023-02-10 17:13:17:346,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_a90d0238-f094-4f71-88df-b3b28c311b3f,2023-02-10 17:14:17:338,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_fd680f84-b9c5-430b-be40-588e70e7d961,2023-02-10 17:15:17:329,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_f3dfa5ff-e131-4000-9551-98a216536c18,2023-02-10 17:16:17:313,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_a442c09f-8590-4891-8818-00bc32a139c8,2023-02-10 17:17:17:313,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_7b6b2d80-7939-49e9-8c2b-99c7ec0de915,2023-02-10 17:18:17:312,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_80f10680-9721-4a44-a6a4-b1f49677d834,2023-02-10 17:19:17:311,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_106c1619-77e2-46ff-a68a-2bfd41acbc84,2023-02-10 17:20:17:316,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_26e9b046-241c-48fc-a4c2-118e1aed034b,2023-02-10 17:21:17:314,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_bd11246b-9e6a-4237-9f7d-c40d8c2a2e41,2023-02-10 17:22:17:322,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_95dd19ff-cdaa-44f0-8153-0f6ed794308d,2023-02-10 17:23:17:328,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_6d8f00b9-bb20-4d07-9931-7585b996bbf3,2023-02-10 17:24:17:313,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_796a2de4-8ca1-4144-b7ff-88073e6afaa1,2023-02-10 17:25:17:310,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_e06ca7c1-b40b-4a09-baf1-acc33ab1eccb,2023-02-10 17:26:17:311,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_6180c56e-55b4-40d6-a309-614098496067,2023-02-10 17:27:17:313,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_de145e24-b2ba-422c-8781-dfaedb4b7ee6,2023-02-10 17:28:17:313,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_a6861c94-ed7a-414e-b857-1abff26d29c7,2023-02-10 17:29:17:290,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_e692611e-d9a3-4a9d-934d-353d9fb8a780,2023-02-10 17:30:17:293,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_a2fde17a-747d-4cc9-ad93-b05ef51d4047,2023-02-10 17:31:17:292,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_09a47536-f81c-47c3-b47c-dfe2ae452d29,2023-02-10 17:32:17:295,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_9515112e-cbb0-401a-af59-7c8bb93cedd1,2023-02-10 17:33:17:293,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_2815cc05-510e-4c84-9902-c7348ee9375c,2023-02-10 17:34:17:294,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.4}}",20.4}},20.4,45036,OFF
message_a237f5f9-d8ae-4ec8-af0a-2e24aad2481f,2023-02-10 17:35:17:298,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_8dfcc718-48d8-4432-b692-b0b92a615125,2023-02-10 17:36:17:292,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_a915c369-cff6-4e08-b4b9-c128e3664fb4,2023-02-10 17:37:17:298,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_355d1381-4a8c-4ffa-9e9e-693a03dc7ae5,2023-02-10 17:38:17:361,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.4}}",20.4}},20.4,45036,OFF
message_a88a5ac2-3c26-4213-a082-516dc6dbc60d,2023-02-10 17:39:17:295,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_5f121edf-8bea-41f8-9323-b8d7cdcf8d98,2023-02-10 17:40:17:288,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_1d0e1de5-9f9e-4870-93e0-aa5484cf5afb,2023-02-10 17:41:17:293,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_3c9e3110-945e-491f-aa02-9c5a692d3cc6,2023-02-10 17:42:17:273,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_1ff0d499-0b10-4738-a09e-d61b5a106312,2023-02-10 17:43:17:292,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_9a204acd-5afd-446d-bf65-97e45500d5c7,2023-02-10 17:44:17:289,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_4221a3e4-dcf7-4080-bbf7-920767bd074e,2023-02-10 17:45:17:291,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_64570cda-9fcf-428f-bd81-8f431f518fe5,2023-02-10 17:46:17:290,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_d90207d4-78fa-4e96-8236-61f94aaf87e5,2023-02-10 17:47:17:273,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_7350bbe4-0f1c-4542-9207-d8459f85769e,2023-02-10 17:48:17:263,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_f80ab566-7645-4cf8-bc02-28f99a7b884b,2023-02-10 17:49:17:266,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_fc222375-fcf3-4b6d-9246-8545ab4e15b4,2023-02-10 17:50:17:271,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_2117fdbc-0ab7-43d2-8798-d37362b51b5a,2023-02-10 17:51:17:268,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_611ac378-7c5d-42d4-b0fa-2eaee5e4f2ee,2023-02-10 17:52:17:272,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_2bc4414f-e607-4808-af14-7cdf29efcaac,2023-02-10 17:53:17:278,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_8bc3a80c-adf1-4fb0-872e-8f7b20165758,2023-02-10 17:54:17:263,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_ae675234-c38e-4058-ae16-5453641008e9,2023-02-10 17:55:17:262,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_efde48eb-d1b5-4b4a-9a03-b08ad0441280,2023-02-10 17:56:17:265,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_45aa8533-37e3-4fd4-956d-e991408cf04a,2023-02-10 17:57:17:264,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_eddfe232-9123-46cd-91dc-5615d2621ff0,2023-02-10 17:58:17:263,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_ce0e2615-662c-42e7-b0b5-e1f3e3e3138c,2023-02-10 17:59:17:263,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_631b6b1e-0b49-4e6b-a044-061b1430562d,2023-02-10 18:00:17:266,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_edd7fbda-8fdc-483f-a3ec-978ef1289ae1,2023-02-10 18:01:17:269,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_abacbb0c-2c8c-4954-a48d-17866a65bc15,2023-02-10 18:02:17:265,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_559d2044-68a1-4e3c-98a3-ddcbf126e761,2023-02-10 18:03:17:264,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_f6320872-bb02-4e9e-9560-cee47a3ca92d,2023-02-10 18:04:17:259,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_7c113295-3964-4909-bc6c-f387bae99e01,2023-02-10 18:05:17:265,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_2c4fdff7-fb32-40da-9ff1-afb68e1e857e,2023-02-10 18:06:17:259,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_a663e863-020d-4eb9-852e-a10e8e77d629,2023-02-10 18:07:17:263,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_fabf2576-e5a5-4928-a57a-9cf97d38428c,2023-02-10 18:08:17:266,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_be45493b-ee25-41bc-a13b-5d173a2bc119,2023-02-10 18:09:17:266,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_8b644fb3-2c8c-4155-8fe3-5566acc9ba88,2023-02-10 18:10:17:287,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_7c77860f-ffaf-4822-98e7-7cd3b436470b,2023-02-10 18:11:17:262,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_1ebde7a0-fc55-4a7d-be73-f5cf32eef308,2023-02-10 18:12:17:264,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_553e7445-032b-4509-91c9-9a3a91f040a4,2023-02-10 18:13:17:252,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_32dbee12-0e5b-4b41-a2e9-628ab442cffd,2023-02-10 18:14:17:266,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_0bb0f0a1-802a-4691-8220-dbb929bd931a,2023-02-10 18:15:17:267,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_799cd5c7-6be7-4c53-9b7d-d969282ed618,2023-02-10 18:16:17:266,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_6935e81d-e799-4853-9a8e-a5d902b2d982,2023-02-10 18:17:17:243,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_397a486b-b074-4939-9717-d3e7ae4d1f00,2023-02-10 18:18:17:243,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_4428ed20-bee4-4fda-aaf1-5912982e74d8,2023-02-10 18:19:17:243,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_5317ab74-93e4-4371-9d16-d5e0d79a1b4d,2023-02-10 18:20:17:245,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_aa7e25e8-6485-466d-9546-9262e292d4be,2023-02-10 18:21:17:244,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_3512400a-fb0b-44c8-9e6f-289d9f34ecd5,2023-02-10 18:22:17:250,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_ea924b9d-3e31-40a7-9925-047e5277aefa,2023-02-10 18:23:17:243,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_e5e6b274-e7b6-44db-bcf6-2aabb76e3da2,2023-02-10 18:24:17:251,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_5b0b0b2c-6bc2-4e6d-acf3-bfe868d0c4bd,2023-02-10 18:25:17:244,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_c555c7bf-6789-4202-a220-0e641898476d,2023-02-10 18:26:17:244,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_bad6825a-23bd-4400-9400-117b8d0f740d,2023-02-10 18:27:17:238,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_70999332-94ec-4f8b-afa1-36e610a1cdd3,2023-02-10 18:28:17:236,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_cefe7b66-0040-4b23-ac87-c318660a9445,2023-02-10 18:29:17:236,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_33a69fe1-80b1-47fc-b64d-29f29295b40f,2023-02-10 18:30:17:239,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_341d750e-ef22-4658-9aeb-facb8f29f07a,2023-02-10 18:31:17:238,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_2c10f3d5-6161-48a9-bfad-e4b7298cce63,2023-02-10 18:32:17:237,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_62edbf23-b820-46ca-b748-dbc5b8e357fb,2023-02-10 18:33:17:239,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_577da79e-cf82-49ca-bfaf-1c54fdd27db8,2023-02-10 18:34:17:231,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_9bb87fcf-bdea-46bd-838e-318edacf2c00,2023-02-10 18:35:17:240,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_e026358a-87e8-46c3-88a1-15c4ae4541f7,2023-02-10 18:36:17:233,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_2351352d-3392-41c6-b5b3-89de85487e8f,2023-02-10 18:37:17:234,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_68f178ad-2f71-4df9-92c8-f4cdb171ee44,2023-02-10 18:38:17:237,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_a301f3d6-a126-4984-9554-02efa8e63fcd,2023-02-10 18:39:17:236,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_843f3242-69ff-4b47-a8b1-5e0645f73ccd,2023-02-10 18:40:17:237,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_fe5e9b89-42a8-4c44-889f-2fe307dd20c4,2023-02-10 18:41:17:233,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_f8db27b6-d46f-4236-8619-76b95e0e6e68,2023-02-10 18:42:17:235,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
